TEAM_NAME_HIGHER,TEAM_NAME_LOWER,CONFERENCE,SEED_HIGHER,SEED_LOWER,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF
Golden State Warriors,New Orleans Pelicans,West,1,8,11.0,1.0,9.0,4.299999999999997,3.3000000000000114,-6.5,-5.8999999999999915,10.700000000000001,9.1,0.07800000000000007,0.24,2.599999999999998,-0.035999999999999976,-0.009000000000000008,-0.013000000000000012,0.0020000000000000018,0.039000000000000035,0.03399999999999992,7.0,6.989999999999995,0.06099999999999994
Houston Rockets,Dallas Mavericks,West,2,7,-1.0,-2.0,0.0,-3.0,-2.200000000000003,-3.200000000000003,-2.3000000000000114,0.20000000000000018,0.19999999999999973,0.03300000000000003,-0.4099999999999999,-0.5,0.035999999999999976,0.0050000000000000044,0.019000000000000017,0.037000000000000005,-0.0030000000000000027,-0.0020000000000000018,1.8999999999999915,0.9599999999999937,-0.01200000000000001
Los Angeles Clippers,San Antonio Spurs,West,3,6,4.0,3.0,1.0,3.5999999999999943,4.0,3.4000000000000057,3.299999999999997,0.3000000000000007,0.6000000000000005,0.006000000000000005,0.2599999999999998,0.3000000000000007,0.0,-0.014000000000000012,-0.010000000000000009,-0.016999999999999987,0.016000000000000014,0.009999999999999898,1.0999999999999943,0.9500000000000028,-0.0050000000000000044
Portland Trail Blazers,Memphis Grizzlies,West,4,5,5.0,4.0,1.0,2.4000000000000057,2.299999999999997,1.5,1.5999999999999943,1.1,0.7999999999999998,-0.007000000000000006,-0.010000000000000009,-0.09999999999999787,-0.006000000000000005,0.01200000000000001,0.007000000000000006,0.0,0.019000000000000017,0.013000000000000012,2.299999999999997,2.240000000000009,-0.008000000000000007
Atlanta Hawks,Brooklyn Nets,East,1,8,5.0,-4.0,8.0,4.299999999999997,4.799999999999997,-4.299999999999997,-4.0,8.7,8.9,0.11699999999999999,0.30000000000000004,3.1999999999999993,-0.014000000000000012,-0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.03600000000000003,0.03399999999999992,1.2000000000000028,0.9699999999999989,0.06000000000000005
Cleveland Cavaliers,Boston Celtics,East,2,7,2.0,-2.0,4.0,6.0,6.299999999999997,2.0,1.7999999999999972,4.1000000000000005,4.5,-0.04200000000000004,-0.21999999999999997,-0.8999999999999986,0.02200000000000002,0.0010000000000000009,0.018000000000000016,0.010000000000000009,0.031000000000000028,0.03400000000000003,-3.6000000000000085,-3.4799999999999898,0.016000000000000014
Chicago Bulls,Milwaukee Bucks,East,3,6,3.0,1.0,3.0,4.200000000000003,4.299999999999997,2.200000000000003,1.8999999999999915,2.0999999999999996,2.4,-0.03400000000000003,0.15000000000000013,-1.1999999999999993,0.02200000000000002,0.02299999999999991,0.025000000000000022,-0.027999999999999997,-0.010000000000000009,0.0,-1.0999999999999943,-1.019999999999996,0.018000000000000016
Toronto Raptors,Washington Wizards,East,4,5,5.0,3.0,2.0,6.299999999999997,7.200000000000003,4.799999999999997,4.699999999999989,1.3000000000000003,2.5,-0.07999999999999996,0.010000000000000009,-2.0,0.013000000000000012,-0.03700000000000003,-0.020000000000000018,-0.01999999999999999,0.009000000000000008,0.019000000000000017,-0.5999999999999943,-0.8300000000000125,-0.019000000000000017
