TEAM_NAME_HIGHER,TEAM_NAME_LOWER,CONFERENCE,SEED_HIGHER,SEED_LOWER,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF
Utah Jazz,Houston Rockets,West,1,8,2.0,-6.0,8.0,4.8999999999999915,5.0,-3.299999999999997,-3.0,8.2,8.1,0.08099999999999996,0.25,2.5,0.02799999999999997,0.01200000000000001,0.030000000000000027,-0.0010000000000000009,0.014000000000000012,0.02499999999999991,-1.7999999999999972,-1.9699999999999989,0.08099999999999996
Seattle SuperSonics,Minnesota Timberwolves,West,2,7,0.0,-7.0,6.0,3.700000000000003,3.6999999999999886,-3.1999999999999886,-3.200000000000003,6.8999999999999995,7.1000000000000005,-0.0040000000000000036,-0.09000000000000008,0.09999999999999787,-0.01200000000000001,-0.02200000000000002,-0.016000000000000014,0.007000000000000006,0.038000000000000034,0.029000000000000026,-3.0,-2.930000000000007,0.029000000000000026
Los Angeles Lakers,Portland Trail Blazers,West,3,6,12.0,5.0,7.0,8.400000000000006,8.0,1.2000000000000028,1.5,7.2,6.5,0.027000000000000024,0.32000000000000006,1.5,-0.01599999999999996,-0.029000000000000026,-0.02200000000000002,-0.022999999999999993,0.04300000000000004,0.03500000000000003,3.299999999999997,3.3900000000000006,0.04600000000000004
Phoenix Suns,San Antonio Spurs,West,4,5,7.0,5.0,1.0,3.0,3.8999999999999915,2.5999999999999943,2.5999999999999943,0.40000000000000036,1.1999999999999993,0.04200000000000004,0.32000000000000006,1.6000000000000014,-0.0050000000000000044,-0.03199999999999992,-0.027000000000000024,-0.016999999999999987,0.007000000000000006,0.009000000000000008,3.1999999999999886,2.819999999999993,-0.0040000000000000036
Chicago Bulls,New Jersey Nets,East,1,8,-3.0,-8.0,5.0,-0.7000000000000028,0.4000000000000057,-6.599999999999994,-5.8999999999999915,5.9,6.3,0.08499999999999996,0.22999999999999998,2.6999999999999993,-0.0020000000000000018,0.026000000000000023,0.019000000000000017,0.0050000000000000044,0.009999999999999953,0.0030000000000000027,-2.0,-2.8599999999999994,0.06300000000000006
Miami Heat,New York Knicks,East,2,7,3.0,1.0,2.0,4.199999999999989,4.200000000000003,1.6000000000000085,1.7000000000000028,2.6000000000000005,2.5,-0.007000000000000006,0.0,-0.3000000000000007,0.020000000000000018,-0.03399999999999992,-0.0040000000000000036,-0.0030000000000000027,0.018000000000000016,0.017000000000000015,-0.20000000000000284,-0.18000000000000682,0.018000000000000016
Indiana Pacers,Cleveland Cavaliers,East,3,6,3.0,0.0,3.0,6.299999999999997,6.0,2.4000000000000057,2.0,3.9000000000000004,4.0,-0.025000000000000022,0.29000000000000004,0.5,-0.025000000000000022,-0.02100000000000002,-0.018000000000000016,-0.03,0.02400000000000002,0.02100000000000002,-2.0999999999999943,-1.740000000000009,0.025000000000000022
Charlotte Hornets,Atlanta Hawks,East,4,5,1.0,3.0,-2.0,-0.3999999999999915,-1.0,1.9000000000000057,0.7999999999999972,-2.3,-1.7999999999999998,0.11099999999999999,0.27,3.0,-0.02999999999999997,0.02199999999999991,-0.008000000000000007,0.0010000000000000009,0.014000000000000012,0.009000000000000008,1.2999999999999972,2.030000000000001,-0.006000000000000005
