TEAM_NAME_HIGHER,TEAM_NAME_LOWER,CONFERENCE,SEED_HIGHER,SEED_LOWER,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF
Oklahoma City Thunder,Phoenix Suns,West,1,8,6.0,-3.0,10.0,4.299999999999997,3.3999999999999915,-5.900000000000006,-6.400000000000006,10.2,9.7,-0.0030000000000000027,0.34999999999999987,0.8999999999999986,-0.067,0.019999999999999907,-0.008000000000000007,-0.022999999999999993,0.02400000000000002,0.031000000000000028,1.6000000000000085,2.230000000000004,0.06700000000000006
San Antonio Spurs,Portland Trail Blazers,West,2,7,5.0,-4.0,8.0,6.0,5.6000000000000085,-3.200000000000003,-3.0999999999999943,9.2,8.8,0.030000000000000027,0.6299999999999999,2.1999999999999993,-0.04799999999999999,0.03600000000000003,0.0040000000000000036,-0.036000000000000004,0.025000000000000022,0.025000000000000022,-1.0999999999999943,-0.9099999999999966,0.05400000000000005
Denver Nuggets,Minnesota Timberwolves,West,3,6,4.0,2.0,2.0,5.300000000000011,5.6000000000000085,4.5,3.5,0.7000000000000002,2.1,0.05300000000000005,0.49,2.0,-0.016000000000000014,0.026000000000000023,0.01200000000000001,-0.016999999999999987,0.017999999999999905,0.02400000000000002,-2.4000000000000057,-2.010000000000005,0.013000000000000012
Los Angeles Lakers,Houston Rockets,West,4,5,1.0,5.0,-3.0,0.9000000000000057,-0.5,3.0999999999999943,3.4000000000000057,-2.1999999999999997,-3.9000000000000004,0.02400000000000002,0.14000000000000012,0.8999999999999986,-0.10300000000000004,-0.0010000000000000009,-0.04600000000000004,-0.01100000000000001,0.030999999999999917,0.03300000000000003,1.7000000000000028,2.239999999999995,-0.020000000000000018
Detroit Pistons,Orlando Magic,East,1,8,2.0,-5.0,7.0,2.5999999999999943,3.0999999999999943,-5.0,-4.699999999999989,7.5,7.800000000000001,-0.006000000000000005,-0.030000000000000027,0.5,0.04799999999999999,-0.02100000000000002,0.019000000000000017,0.010999999999999982,0.015000000000000013,0.007000000000000006,-0.29999999999999716,-0.6800000000000068,0.04700000000000004
Boston Celtics,Philadelphia 76ers,East,2,7,-1.0,-9.0,8.0,4.299999999999997,5.700000000000003,-2.299999999999997,-2.700000000000003,6.699999999999999,8.4,-0.0040000000000000036,0.17999999999999994,0.6000000000000014,0.030000000000000027,0.03199999999999992,0.03400000000000003,-0.0050000000000000044,0.02300000000000002,0.01100000000000001,-4.599999999999994,-4.810000000000002,0.039000000000000035
New York Knicks,Atlanta Hawks,East,3,6,-2.0,-6.0,4.0,3.5999999999999943,3.700000000000003,-0.7999999999999972,-0.6000000000000085,4.3,4.2,-0.04799999999999993,-0.1200000000000001,-1.0,0.03700000000000003,0.013000000000000012,0.027000000000000024,0.0010000000000000009,0.0030000000000000027,0.006000000000000005,-4.799999999999997,-4.790000000000006,0.02300000000000002
Cleveland Cavaliers,Toronto Raptors,East,4,5,5.0,3.0,1.0,3.299999999999997,3.299999999999997,1.9000000000000057,2.0,1.5000000000000004,1.1999999999999997,-0.038999999999999924,-0.14000000000000012,-0.8000000000000007,0.007000000000000006,-0.0010000000000000009,0.006000000000000005,0.0010000000000000009,0.015000000000000013,0.014000000000000012,1.5999999999999943,1.480000000000004,0.0
