TEAM_NAME_HIGHER,TEAM_NAME_LOWER,CONFERENCE,SEED_HIGHER,SEED_LOWER,PointsPG_DIFF,OppPointsPG_DIFF,DiffPointsPG_DIFF,E_OFF_RATING_DIFF,OFF_RATING_DIFF,E_DEF_RATING_DIFF,DEF_RATING_DIFF,E_NET_RATING_DIFF,NET_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,OREB_PCT_DIFF,DREB_PCT_DIFF,REB_PCT_DIFF,TM_TOV_PCT_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,E_PACE_DIFF,PACE_DIFF,PIE_DIFF
Golden State Warriors,Portland Trail Blazers,West,1,8,8.0,-4.0,13.0,5.400000000000006,5.3999999999999915,-6.700000000000003,-6.599999999999994,12.1,12.0,0.17099999999999993,0.52,5.199999999999999,0.0030000000000000027,-0.01100000000000001,0.008000000000000007,0.0069999999999999785,0.04299999999999993,0.03799999999999992,3.1000000000000085,2.990000000000009,0.08599999999999997
San Antonio Spurs,Memphis Grizzlies,West,2,7,5.0,-2.0,7.0,4.099999999999994,3.299999999999997,-3.5999999999999943,-3.5999999999999943,7.800000000000001,6.9,0.02200000000000002,0.1200000000000001,1.6000000000000014,-0.013000000000000012,-0.0010000000000000009,0.0040000000000000036,0.003999999999999976,0.03300000000000003,0.028999999999999915,1.7000000000000028,2.019999999999996,0.050000000000000044
Houston Rockets,Oklahoma City Thunder,West,3,6,8.0,4.0,5.0,6.799999999999997,6.199999999999989,1.3000000000000114,1.3000000000000114,5.6000000000000005,4.9,0.09399999999999997,0.27,2.6000000000000014,-0.04199999999999998,-0.025000000000000022,-0.029000000000000026,-0.0020000000000000018,0.04500000000000004,0.04299999999999993,2.0,2.3699999999999903,0.017000000000000015
LA Clippers,Utah Jazz,West,4,5,8.0,7.0,0.0,2.8999999999999915,2.799999999999997,3.0999999999999943,2.799999999999997,-0.20000000000000018,0.10000000000000053,0.025999999999999912,0.26,1.0,-0.014000000000000012,-0.010000000000000009,-0.013000000000000012,-0.014999999999999986,0.01100000000000001,0.01100000000000001,4.6000000000000085,4.679999999999993,-0.007000000000000006
Boston Celtics,Chicago Bulls,East,1,8,5.0,3.0,3.0,4.0,4.099999999999994,1.0,1.7999999999999972,3.0,2.3000000000000003,0.06900000000000006,0.24,2.0,-0.05199999999999999,-0.028000000000000025,-0.03400000000000003,-0.0040000000000000036,0.038000000000000034,0.03699999999999992,1.5999999999999943,1.1899999999999977,0.010000000000000009
Cleveland Cavaliers,Indiana Pacers,East,2,7,5.0,2.0,3.0,4.700000000000003,4.8999999999999915,1.7000000000000028,1.6000000000000085,3.0,3.3000000000000003,-0.0050000000000000044,0.030000000000000027,-0.09999999999999787,0.009000000000000008,0.009000000000000008,0.01100000000000001,-0.0009999999999999731,0.031000000000000028,0.02199999999999991,0.30000000000001137,0.14999999999999147,0.0050000000000000044
Toronto Raptors,Milwaukee Bucks,East,3,6,3.0,-1.0,4.0,2.8999999999999915,2.9000000000000057,-1.5,-1.6000000000000085,4.4,4.5,-0.15200000000000002,-0.27,-4.0,0.030999999999999972,0.01100000000000001,0.018000000000000016,-0.013999999999999985,-0.010000000000000009,-0.0039999999999998925,0.3999999999999915,0.4200000000000017,0.01200000000000001
Washington Wizards,Atlanta Hawks,East,4,5,6.0,3.0,3.0,6.200000000000003,5.900000000000006,3.8000000000000114,3.5999999999999943,2.4000000000000004,2.4,-0.04400000000000004,0.17999999999999994,0.20000000000000284,0.0040000000000000036,-0.0010000000000000009,-0.0010000000000000009,-0.017000000000000015,0.02400000000000002,0.02299999999999991,-0.09999999999999432,0.1799999999999926,0.0050000000000000044
